accelerometer_X	accelerometer_Y	accelerometer_Z	latitude	longitude	tilt	timestamp	datetime
0.24182175	4.783761	8.023215	-22.8588133	-43.2310379	31	8722	2018-03-15T11:14:00.188Z
0.22506183	6.186806	9.895537	-22.8588133	-43.2310379	32	8803	2018-03-15T11:14:00.270Z
-0.28970724	6.3376455	9.37598	-22.8588133	-43.2310379	34	8847	2018-03-15T11:14:00.313Z
1.2641771	5.5283804	9.052753	-22.8588133	-43.2310379	32	8883	2018-03-15T11:14:00.349Z
0.5243462	5.130931	8.624178	-22.8588133	-43.2310379	31	8922	2018-03-15T11:14:00.388Z
-0.04070267	5.36557	7.556331	-22.8588133	-43.2310379	35	8969	2018-03-15T11:14:00.435Z
0.6296943	5.9665327	8.413482	-22.8588133	-43.2310379	35	9004	2018-03-15T11:14:00.470Z
0.14126222	5.748654	8.420665	-22.8588133	-43.2310379	34	9045	2018-03-15T11:14:00.511Z
0.48843205	6.0072355	8.590658	-22.8588133	-43.2310379	35	9084	2018-03-15T11:14:00.550Z
0.17957062	5.995264	8.358414	-22.8588133	-43.2310379	36	9125	2018-03-15T11:14:00.591Z
0.818842	7.0774765	7.379155	-22.8588133	-43.2310379	44	9164	2018-03-15T11:14:00.630Z
0.531529	6.543553	8.346442	-22.8588133	-43.2310379	38	9203	2018-03-15T11:14:00.669Z
0.03351985	6.9721284	7.472532	-22.8588133	-43.2310379	43	9243	2018-03-15T11:14:00.710Z
0.600963	6.160469	6.969734	-22.8588133	-43.2310379	42	9285	2018-03-15T11:14:00.752Z
-0.23224466	7.1229677	9.632168	-22.8588133	-43.2310379	36	9323	2018-03-15T11:14:00.789Z
-0.4189981	7.5036573	11.674484	-22.8588133	-43.2310379	33	9368	2018-03-15T11:14:00.835Z
1.8723229	5.9713216	8.269825	-22.8588133	-43.2310379	37	9403	2018-03-15T11:14:00.869Z
0.409421	7.233104	9.5483675	-22.8588133	-43.2310379	37	9447	2018-03-15T11:14:00.913Z
0.44772938	5.913859	7.8795586	-22.8588133	-43.2310379	37	9485	2018-03-15T11:14:00.951Z
-0.014365649	6.431022	5.6552773	-22.8588133	-43.2310379	49	9525	2018-03-15T11:14:00.991Z
-0.057462595	6.0311785	4.7526355	-22.8588133	-43.2310379	52	9565	2018-03-15T11:14:01.031Z
0.6560313	5.5283804	4.8220696	-22.8588133	-43.2310379	49	9603	2018-03-15T11:14:01.069Z
0.20590763	5.5092263	5.9473786	-22.8588133	-43.2310379	43	9645	2018-03-15T11:14:01.112Z
-0.31604427	6.1820173	5.4493694	-22.8588133	-43.2310379	49	9683	2018-03-15T11:14:01.149Z
-0.16041641	6.857203	6.038361	-22.8588133	-43.2310379	49	9723	2018-03-15T11:14:01.190Z
-0.08619389	6.5746784	6.2059603	-22.8588133	-43.2310379	47	9764	2018-03-15T11:14:01.231Z
-0.0670397	6.7853746	7.1301503	-22.8588133	-43.2310379	44	9806	2018-03-15T11:14:01.272Z
-0.038308397	6.7063637	6.9673395	-22.8588133	-43.2310379	44	9844	2018-03-15T11:14:01.310Z
0.07422252	6.639324	7.7766047	-22.8588133	-43.2310379	40	9882	2018-03-15T11:14:01.348Z
0.05027977	6.969734	6.6608725	-22.8588133	-43.2310379	46	9922	2018-03-15T11:14:01.388Z
0.35435268	6.675238	7.0439563	-22.8588133	-43.2310379	44	9962	2018-03-15T11:14:01.428Z
-0.16281068	6.768615	6.7494607	-22.8588133	-43.2310379	45	10001	2018-03-15T11:14:01.467Z
0.41420954	5.5714774	8.035186	-22.8588133	-43.2310379	35	10048	2018-03-15T11:14:01.514Z
0.55307746	7.905895	5.834848	-22.8588133	-43.2310379	54	10108	2018-03-15T11:14:01.574Z
0.2753416	5.255433	5.320079	-22.8588133	-43.2310379	45	10161	2018-03-15T11:14:01.627Z
0.6249057	5.523592	5.116565	-22.8588133	-43.2310379	47	10203	2018-03-15T11:14:01.669Z
